iter 1250, lr: 0.2, attr_lr: 0, batch_loss: 0.63240712240793, train_err: 0.203125, grad_norm: 0.00018351626588241
iter 2535, lr: 0.2, attr_lr: 0, batch_loss: 0.6291266942924, train_err: 0.189453125, grad_norm: 9.3526743352644e-05
iter 2536, lr: 0.2, attr_lr: 0, batch_loss: 0.63112089356468, train_err: 0.181640625, grad_norm: 9.5526884637607e-05
iter 2537, lr: 0.2, attr_lr: 0, batch_loss: 0.62843903068845, train_err: 0.169921875, grad_norm: 9.3809998526675e-05
iter 2538, lr: 0.2, attr_lr: 0, batch_loss: 0.62767184493189, train_err: 0.193359375, grad_norm: 8.8616976894821e-05
iter 2539, lr: 0.2, attr_lr: 0, batch_loss: 0.63296755428567, train_err: 0.197265625, grad_norm: 0.00010339318106166
iter 2540, lr: 0.2, attr_lr: 0, batch_loss: 0.62773652082353, train_err: 0.1953125, grad_norm: 9.557046656424e-05
iter 2541, lr: 0.2, attr_lr: 0, batch_loss: 0.62751758796473, train_err: 0.201171875, grad_norm: 0.00011699397464993
iter 2542, lr: 0.2, attr_lr: 0, batch_loss: 0.62739609220654, train_err: 0.177734375, grad_norm: 9.5314333226634e-05
iter 2543, lr: 0.2, attr_lr: 0, batch_loss: 0.627250703156, train_err: 0.197265625, grad_norm: 9.5931854777763e-05
iter 2544, lr: 0.2, attr_lr: 0, batch_loss: 0.63144514057725, train_err: 0.193359375, grad_norm: 0.00010143587875015
iter 2545, lr: 0.2, attr_lr: 0, batch_loss: 0.634389302211, train_err: 0.208984375, grad_norm: 8.027059834921e-05
iter 2546, lr: 0.2, attr_lr: 0, batch_loss: 0.63257689652089, train_err: 0.23828125, grad_norm: 9.2350695205864e-05
iter 2547, lr: 0.2, attr_lr: 0, batch_loss: 0.63220689135475, train_err: 0.21875, grad_norm: 7.4528317847717e-05
iter 2548, lr: 0.2, attr_lr: 0, batch_loss: 0.62513521029277, train_err: 0.18359375, grad_norm: 0.00010455332401566
iter 2549, lr: 0.2, attr_lr: 0, batch_loss: 0.63088841757396, train_err: 0.23046875, grad_norm: 9.9230280214069e-05
iter 2550, lr: 0.2, attr_lr: 0, batch_loss: 0.62835722754061, train_err: 0.185546875, grad_norm: 9.1150762837199e-05
Testing... 
average test_loss = 0.62461060714462, average test_pred_err = 0.159
iter 2551, lr: 0.2, attr_lr: 0, batch_loss: 0.63180351452742, train_err: 0.19140625, grad_norm: 7.9145360442031e-05
iter 2552, lr: 0.2, attr_lr: 0, batch_loss: 0.62629617668172, train_err: 0.189453125, grad_norm: 9.8087386533636e-05
iter 2553, lr: 0.2, attr_lr: 0, batch_loss: 0.63279346517665, train_err: 0.177734375, grad_norm: 8.1649561135089e-05
iter 2554, lr: 0.2, attr_lr: 0, batch_loss: 0.62884673029382, train_err: 0.2109375, grad_norm: 9.992427654598e-05
iter 2555, lr: 0.2, attr_lr: 0, batch_loss: 0.62894874463962, train_err: 0.203125, grad_norm: 8.4427079248956e-05
iter 2556, lr: 0.2, attr_lr: 0, batch_loss: 0.63511853967468, train_err: 0.201171875, grad_norm: 7.3135482310559e-05
iter 2557, lr: 0.2, attr_lr: 0, batch_loss: 0.63862322618186, train_err: 0.216796875, grad_norm: 8.6034463700777e-05
iter 2558, lr: 0.2, attr_lr: 0, batch_loss: 0.6314193226885, train_err: 0.173828125, grad_norm: 8.0326149071831e-05
iter 2559, lr: 0.2, attr_lr: 0, batch_loss: 0.6309344297096, train_err: 0.1875, grad_norm: 8.6591257077886e-05
iter 2560, lr: 0.2, attr_lr: 0, batch_loss: 0.63442053868264, train_err: 0.220703125, grad_norm: 8.2415519013353e-05
iter 2561, lr: 0.2, attr_lr: 0, batch_loss: 0.62460591368968, train_err: 0.2109375, grad_norm: 0.00010210764470523
iter 2562, lr: 0.2, attr_lr: 0, batch_loss: 0.63424461161933, train_err: 0.21484375, grad_norm: 7.4726339334116e-05
iter 2563, lr: 0.2, attr_lr: 0, batch_loss: 0.63424306693259, train_err: 0.212890625, grad_norm: 8.3485996616722e-05
iter 2564, lr: 0.2, attr_lr: 0, batch_loss: 0.62958403589559, train_err: 0.1875, grad_norm: 9.3199949963165e-05
iter 2565, lr: 0.2, attr_lr: 0, batch_loss: 0.63193424548379, train_err: 0.19921875, grad_norm: 7.5694142122161e-05
iter 2566, lr: 0.2, attr_lr: 0, batch_loss: 0.63075373311582, train_err: 0.20703125, grad_norm: 9.3493724270527e-05
iter 2567, lr: 0.2, attr_lr: 0, batch_loss: 0.63395478828662, train_err: 0.181640625, grad_norm: 7.9076907328654e-05
iter 2568, lr: 0.2, attr_lr: 0, batch_loss: 0.62596206910812, train_err: 0.185546875, grad_norm: 0.00010690004407957
iter 2569, lr: 0.2, attr_lr: 0, batch_loss: 0.63080019301939, train_err: 0.189453125, grad_norm: 7.8884577658423e-05
iter 2570, lr: 0.2, attr_lr: 0, batch_loss: 0.63007908087072, train_err: 0.208984375, grad_norm: 9.3488490953771e-05
iter 2571, lr: 0.2, attr_lr: 0, batch_loss: 0.63295832132571, train_err: 0.185546875, grad_norm: 7.3712424130895e-05
iter 2572, lr: 0.2, attr_lr: 0, batch_loss: 0.63102861223914, train_err: 0.2109375, grad_norm: 0.00010032925681579
iter 2573, lr: 0.2, attr_lr: 0, batch_loss: 0.63219391790307, train_err: 0.205078125, grad_norm: 9.880286825252e-05
iter 2574, lr: 0.2, attr_lr: 0, batch_loss: 0.63232379834159, train_err: 0.22265625, grad_norm: 9.5141898115257e-05
iter 2575, lr: 0.2, attr_lr: 0, batch_loss: 0.63049808553154, train_err: 0.23046875, grad_norm: 0.00010378532813747
iter 2576, lr: 0.2, attr_lr: 0, batch_loss: 0.63065596652723, train_err: 0.181640625, grad_norm: 7.1999690205174e-05
iter 2577, lr: 0.2, attr_lr: 0, batch_loss: 0.63004764160582, train_err: 0.19140625, grad_norm: 7.7601471600647e-05
iter 2578, lr: 0.2, attr_lr: 0, batch_loss: 0.62863967307961, train_err: 0.189453125, grad_norm: 9.6741376507393e-05
iter 2579, lr: 0.2, attr_lr: 0, batch_loss: 0.6325781695779, train_err: 0.1875, grad_norm: 8.5102645697919e-05
iter 2580, lr: 0.2, attr_lr: 0, batch_loss: 0.62619049924546, train_err: 0.197265625, grad_norm: 9.5689602603187e-05
iter 2581, lr: 0.2, attr_lr: 0, batch_loss: 0.62813747270513, train_err: 0.197265625, grad_norm: 9.7679649821767e-05
iter 2582, lr: 0.2, attr_lr: 0, batch_loss: 0.62989008885031, train_err: 0.212890625, grad_norm: 0.00010021465577433
iter 2583, lr: 0.2, attr_lr: 0, batch_loss: 0.63415848396966, train_err: 0.197265625, grad_norm: 7.7389357423311e-05
iter 2584, lr: 0.2, attr_lr: 0, batch_loss: 0.630684535053, train_err: 0.20703125, grad_norm: 7.6845627507113e-05
iter 2585, lr: 0.2, attr_lr: 0, batch_loss: 0.62692523398135, train_err: 0.197265625, grad_norm: 9.7923585897082e-05
iter 2586, lr: 0.2, attr_lr: 0, batch_loss: 0.63175567850823, train_err: 0.181640625, grad_norm: 9.2440095426274e-05
iter 2587, lr: 0.2, attr_lr: 0, batch_loss: 0.63656395269433, train_err: 0.216796875, grad_norm: 7.5018950805893e-05
iter 2588, lr: 0.2, attr_lr: 0, batch_loss: 0.62697039213324, train_err: 0.171875, grad_norm: 9.9223353394678e-05
iter 2589, lr: 0.2, attr_lr: 0, batch_loss: 0.62362113514171, train_err: 0.18359375, grad_norm: 0.0001097656105045
iter 2590, lr: 0.2, attr_lr: 0, batch_loss: 0.63161425275776, train_err: 0.193359375, grad_norm: 8.1550458739971e-05
iter 2591, lr: 0.2, attr_lr: 0, batch_loss: 0.62731158027075, train_err: 0.181640625, grad_norm: 9.9548641604332e-05
iter 2592, lr: 0.2, attr_lr: 0, batch_loss: 0.62789066278029, train_err: 0.2109375, grad_norm: 0.00010524969987732
iter 2593, lr: 0.2, attr_lr: 0, batch_loss: 0.63705917298307, train_err: 0.234375, grad_norm: 8.3701855876042e-05
iter 2594, lr: 0.2, attr_lr: 0, batch_loss: 0.62658653223963, train_err: 0.1953125, grad_norm: 0.00010499696178859
iter 2595, lr: 0.2, attr_lr: 0, batch_loss: 0.63037941651588, train_err: 0.201171875, grad_norm: 9.5801785519153e-05
iter 2596, lr: 0.2, attr_lr: 0, batch_loss: 0.63647002560862, train_err: 0.2109375, grad_norm: 8.0686346511622e-05
iter 2597, lr: 0.2, attr_lr: 0, batch_loss: 0.62540082569364, train_err: 0.197265625, grad_norm: 9.9241676821949e-05
iter 2598, lr: 0.2, attr_lr: 0, batch_loss: 0.62950204316721, train_err: 0.19921875, grad_norm: 0.00010192384315801
iter 2599, lr: 0.2, attr_lr: 0, batch_loss: 0.62832648134511, train_err: 0.216796875, grad_norm: 9.0789240118408e-05
iter 2600, lr: 0.2, attr_lr: 0, batch_loss: 0.63017097876806, train_err: 0.203125, grad_norm: 9.0971814525693e-05
Testing... 
average test_loss = 0.62169845027208, average test_pred_err = 0.163
Snapshotting A_model... done
iter 2601, lr: 0.2, attr_lr: 0, batch_loss: 0.62525441708212, train_err: 0.18359375, grad_norm: 9.2152518374323e-05
iter 2602, lr: 0.2, attr_lr: 0, batch_loss: 0.63429336111297, train_err: 0.240234375, grad_norm: 8.4629044127799e-05
iter 2603, lr: 0.2, attr_lr: 0, batch_loss: 0.63131817035659, train_err: 0.220703125, grad_norm: 8.4889982364634e-05
iter 2604, lr: 0.2, attr_lr: 0, batch_loss: 0.63184307624488, train_err: 0.2265625, grad_norm: 8.4499415206442e-05
iter 2605, lr: 0.2, attr_lr: 0, batch_loss: 0.63243554323872, train_err: 0.19921875, grad_norm: 8.0826910086901e-05
iter 2606, lr: 0.2, attr_lr: 0, batch_loss: 0.62909755728909, train_err: 0.1953125, grad_norm: 9.1082673134265e-05
iter 2607, lr: 0.2, attr_lr: 0, batch_loss: 0.6374387765698, train_err: 0.19921875, grad_norm: 7.5151609874325e-05
iter 2608, lr: 0.2, attr_lr: 0, batch_loss: 0.63397400138872, train_err: 0.169921875, grad_norm: 8.3191046458228e-05
iter 2609, lr: 0.2, attr_lr: 0, batch_loss: 0.62453641595162, train_err: 0.2109375, grad_norm: 0.0001053215757315
iter 2610, lr: 0.2, attr_lr: 0, batch_loss: 0.63144742051501, train_err: 0.2109375, grad_norm: 8.6693318030248e-05
iter 2611, lr: 0.2, attr_lr: 0, batch_loss: 0.62032349292136, train_err: 0.16796875, grad_norm: 0.00011172296896865
iter 2612, lr: 0.2, attr_lr: 0, batch_loss: 0.62796670888246, train_err: 0.19921875, grad_norm: 8.5424543904657e-05
iter 2613, lr: 0.2, attr_lr: 0, batch_loss: 0.62936852425413, train_err: 0.17578125, grad_norm: 9.2374416067399e-05
iter 2614, lr: 0.2, attr_lr: 0, batch_loss: 0.62541754514532, train_err: 0.19140625, grad_norm: 9.003533952778e-05
iter 2615, lr: 0.2, attr_lr: 0, batch_loss: 0.63021029553281, train_err: 0.20703125, grad_norm: 9.4165744514379e-05
iter 2616, lr: 0.2, attr_lr: 0, batch_loss: 0.62936223352294, train_err: 0.1875, grad_norm: 9.6220457818221e-05
iter 2617, lr: 0.2, attr_lr: 0, batch_loss: 0.62145554894653, train_err: 0.173828125, grad_norm: 0.00010850430211131
iter 2618, lr: 0.2, attr_lr: 0, batch_loss: 0.6303352420815, train_err: 0.201171875, grad_norm: 9.8186215044389e-05
iter 2619, lr: 0.2, attr_lr: 0, batch_loss: 0.61912545320198, train_err: 0.17578125, grad_norm: 0.00012219052613277
iter 2620, lr: 0.2, attr_lr: 0, batch_loss: 0.63137176188881, train_err: 0.1953125, grad_norm: 8.254745030649e-05
iter 2621, lr: 0.2, attr_lr: 0, batch_loss: 0.6276892195471, train_err: 0.220703125, grad_norm: 8.4621605098327e-05
iter 2622, lr: 0.2, attr_lr: 0, batch_loss: 0.6270722018903, train_err: 0.1875, grad_norm: 0.0001036294037734
iter 2623, lr: 0.2, attr_lr: 0, batch_loss: 0.62722344307944, train_err: 0.189453125, grad_norm: 9.0944195866456e-05
iter 2624, lr: 0.2, attr_lr: 0, batch_loss: 0.62905999932179, train_err: 0.208984375, grad_norm: 9.7688375188602e-05
iter 2625, lr: 0.2, attr_lr: 0, batch_loss: 0.63074401697891, train_err: 0.2109375, grad_norm: 8.8577657040635e-05
iter 2626, lr: 0.2, attr_lr: 0, batch_loss: 0.62651723491783, train_err: 0.19921875, grad_norm: 0.00010703873958776
iter 2627, lr: 0.2, attr_lr: 0, batch_loss: 0.63122502876377, train_err: 0.1953125, grad_norm: 9.7120887310473e-05
iter 2628, lr: 0.2, attr_lr: 0, batch_loss: 0.63504133403629, train_err: 0.185546875, grad_norm: 7.3954554467315e-05
iter 2629, lr: 0.2, attr_lr: 0, batch_loss: 0.63593164898061, train_err: 0.2109375, grad_norm: 8.3009282942798e-05
iter 2630, lr: 0.2, attr_lr: 0, batch_loss: 0.63054471545803, train_err: 0.197265625, grad_norm: 9.5739922064609e-05
iter 2631, lr: 0.2, attr_lr: 0, batch_loss: 0.63217677154346, train_err: 0.21484375, grad_norm: 8.2483796687584e-05
iter 2632, lr: 0.2, attr_lr: 0, batch_loss: 0.63745301990868, train_err: 0.19921875, grad_norm: 7.2581251098426e-05
iter 2633, lr: 0.2, attr_lr: 0, batch_loss: 0.6322259756836, train_err: 0.201171875, grad_norm: 8.1580056485649e-05
iter 2634, lr: 0.2, attr_lr: 0, batch_loss: 0.62941835364352, train_err: 0.193359375, grad_norm: 7.6219403794391e-05
iter 2635, lr: 0.2, attr_lr: 0, batch_loss: 0.63139356344511, train_err: 0.212890625, grad_norm: 7.514494881585e-05
iter 2636, lr: 0.2, attr_lr: 0, batch_loss: 0.62901949299655, train_err: 0.193359375, grad_norm: 0.00010631818943157
iter 2637, lr: 0.2, attr_lr: 0, batch_loss: 0.62837793157589, train_err: 0.19140625, grad_norm: 0.00010287905380614
iter 2638, lr: 0.2, attr_lr: 0, batch_loss: 0.6342799449316, train_err: 0.208984375, grad_norm: 9.1466126539133e-05
iter 2639, lr: 0.2, attr_lr: 0, batch_loss: 0.63089869501195, train_err: 0.216796875, grad_norm: 0.00010697014866477
iter 2640, lr: 0.2, attr_lr: 0, batch_loss: 0.62575419409987, train_err: 0.201171875, grad_norm: 0.00011294920579637
iter 2641, lr: 0.2, attr_lr: 0, batch_loss: 0.63653653421283, train_err: 0.2265625, grad_norm: 6.7093313329529e-05
iter 2642, lr: 0.2, attr_lr: 0, batch_loss: 0.62843682077255, train_err: 0.21875, grad_norm: 8.9237899251475e-05
iter 2643, lr: 0.2, attr_lr: 0, batch_loss: 0.62917243215916, train_err: 0.19140625, grad_norm: 9.0392153709247e-05
iter 2644, lr: 0.2, attr_lr: 0, batch_loss: 0.62646089838735, train_err: 0.1875, grad_norm: 8.3162891657424e-05
iter 2645, lr: 0.2, attr_lr: 0, batch_loss: 0.6277215458281, train_err: 0.162109375, grad_norm: 8.2883480575891e-05
iter 2646, lr: 0.2, attr_lr: 0, batch_loss: 0.63735631971562, train_err: 0.208984375, grad_norm: 6.1885520400343e-05
iter 2647, lr: 0.2, attr_lr: 0, batch_loss: 0.62908286734873, train_err: 0.205078125, grad_norm: 9.9038014002625e-05
iter 2648, lr: 0.2, attr_lr: 0, batch_loss: 0.630330989487, train_err: 0.212890625, grad_norm: 9.5611908454666e-05
iter 2649, lr: 0.2, attr_lr: 0, batch_loss: 0.6285186475057, train_err: 0.189453125, grad_norm: 8.2407438710454e-05
iter 2650, lr: 0.2, attr_lr: 0, batch_loss: 0.62810139658469, train_err: 0.19921875, grad_norm: 9.0419723044869e-05
Testing... 
average test_loss = 0.62875535908663, average test_pred_err = 0.174
iter 2651, lr: 0.2, attr_lr: 0, batch_loss: 0.62875838228734, train_err: 0.224609375, grad_norm: 9.8227045050141e-05
iter 2652, lr: 0.2, attr_lr: 0, batch_loss: 0.63149363120467, train_err: 0.201171875, grad_norm: 8.0127052834635e-05
iter 2653, lr: 0.2, attr_lr: 0, batch_loss: 0.63223979264949, train_err: 0.240234375, grad_norm: 8.7883152174037e-05
iter 2654, lr: 0.2, attr_lr: 0, batch_loss: 0.63244019360423, train_err: 0.208984375, grad_norm: 9.4772515856891e-05
iter 2655, lr: 0.2, attr_lr: 0, batch_loss: 0.62444802594767, train_err: 0.19140625, grad_norm: 9.5582068920929e-05
iter 2656, lr: 0.2, attr_lr: 0, batch_loss: 0.63333617530993, train_err: 0.19921875, grad_norm: 8.3754301727443e-05
iter 2657, lr: 0.2, attr_lr: 0, batch_loss: 0.63225058838783, train_err: 0.220703125, grad_norm: 8.1567105293123e-05
iter 2658, lr: 0.2, attr_lr: 0, batch_loss: 0.62629790225455, train_err: 0.189453125, grad_norm: 8.5198795292205e-05
iter 2659, lr: 0.2, attr_lr: 0, batch_loss: 0.62909948525277, train_err: 0.1953125, grad_norm: 8.0720821255493e-05
iter 2660, lr: 0.2, attr_lr: 0, batch_loss: 0.62616317221757, train_err: 0.162109375, grad_norm: 8.4607396235753e-05
iter 2661, lr: 0.2, attr_lr: 0, batch_loss: 0.62986498678134, train_err: 0.201171875, grad_norm: 0.00010206169344167
iter 2662, lr: 0.2, attr_lr: 0, batch_loss: 0.63220973549364, train_err: 0.189453125, grad_norm: 7.5597074769043e-05
iter 2663, lr: 0.2, attr_lr: 0, batch_loss: 0.62615813348409, train_err: 0.177734375, grad_norm: 9.779671759926e-05
iter 2664, lr: 0.2, attr_lr: 0, batch_loss: 0.62798355107892, train_err: 0.193359375, grad_norm: 8.4187882231411e-05
iter 2665, lr: 0.2, attr_lr: 0, batch_loss: 0.63290140721296, train_err: 0.19921875, grad_norm: 7.6885301255198e-05
iter 2666, lr: 0.2, attr_lr: 0, batch_loss: 0.63459235831171, train_err: 0.232421875, grad_norm: 8.485378239303e-05
iter 2667, lr: 0.2, attr_lr: 0, batch_loss: 0.62799245498678, train_err: 0.1875, grad_norm: 9.4361110422086e-05
iter 2668, lr: 0.2, attr_lr: 0, batch_loss: 0.62969812759349, train_err: 0.212890625, grad_norm: 8.6240668744476e-05
iter 2669, lr: 0.2, attr_lr: 0, batch_loss: 0.62825576797148, train_err: 0.189453125, grad_norm: 7.9308008632806e-05
iter 2670, lr: 0.2, attr_lr: 0, batch_loss: 0.63063046193573, train_err: 0.197265625, grad_norm: 8.7208252658867e-05
iter 2671, lr: 0.2, attr_lr: 0, batch_loss: 0.63588464897364, train_err: 0.201171875, grad_norm: 7.3078066843053e-05
iter 2672, lr: 0.2, attr_lr: 0, batch_loss: 0.62700296232463, train_err: 0.20703125, grad_norm: 9.1062137192238e-05
iter 2673, lr: 0.2, attr_lr: 0, batch_loss: 0.62743873289171, train_err: 0.1953125, grad_norm: 0.00010323254329277
iter 2674, lr: 0.2, attr_lr: 0, batch_loss: 0.62855798671842, train_err: 0.17578125, grad_norm: 8.6453334276976e-05
iter 2675, lr: 0.2, attr_lr: 0, batch_loss: 0.62672557218932, train_err: 0.171875, grad_norm: 8.213514043125e-05
iter 2676, lr: 0.2, attr_lr: 0, batch_loss: 0.63038138652938, train_err: 0.203125, grad_norm: 7.1561943766298e-05
iter 2677, lr: 0.2, attr_lr: 0, batch_loss: 0.62832762862878, train_err: 0.203125, grad_norm: 8.095963995502e-05
iter 2678, lr: 0.2, attr_lr: 0, batch_loss: 0.63782372068251, train_err: 0.21484375, grad_norm: 6.727427372128e-05
iter 2679, lr: 0.2, attr_lr: 0, batch_loss: 0.62197316971554, train_err: 0.177734375, grad_norm: 0.00010478869773558
iter 2680, lr: 0.2, attr_lr: 0, batch_loss: 0.63517889616374, train_err: 0.240234375, grad_norm: 8.8319256505811e-05
iter 2681, lr: 0.2, attr_lr: 0, batch_loss: 0.63062709885531, train_err: 0.201171875, grad_norm: 8.9747364991571e-05
iter 2682, lr: 0.2, attr_lr: 0, batch_loss: 0.62457082401863, train_err: 0.16796875, grad_norm: 9.7439021987245e-05
iter 2683, lr: 0.2, attr_lr: 0, batch_loss: 0.62577821509992, train_err: 0.16015625, grad_norm: 9.9595577471423e-05
iter 2684, lr: 0.2, attr_lr: 0, batch_loss: 0.62644789273441, train_err: 0.205078125, grad_norm: 9.0045879368515e-05
iter 2685, lr: 0.2, attr_lr: 0, batch_loss: 0.63633491796228, train_err: 0.21875, grad_norm: 8.2034300257194e-05
iter 2686, lr: 0.2, attr_lr: 0, batch_loss: 0.63104164267295, train_err: 0.2109375, grad_norm: 8.8746635996831e-05
iter 2687, lr: 0.2, attr_lr: 0, batch_loss: 0.6297065932882, train_err: 0.193359375, grad_norm: 8.6899259427003e-05
iter 2688, lr: 0.2, attr_lr: 0, batch_loss: 0.62570190340744, train_err: 0.18359375, grad_norm: 0.00010109951510042
iter 2689, lr: 0.2, attr_lr: 0, batch_loss: 0.6273848367627, train_err: 0.1484375, grad_norm: 9.8001364239264e-05
iter 2690, lr: 0.2, attr_lr: 0, batch_loss: 0.63136717537887, train_err: 0.203125, grad_norm: 8.9448048467916e-05
iter 2691, lr: 0.2, attr_lr: 0, batch_loss: 0.63049042066648, train_err: 0.216796875, grad_norm: 9.3632743027851e-05
iter 2692, lr: 0.2, attr_lr: 0, batch_loss: 0.63418092515831, train_err: 0.228515625, grad_norm: 7.7328339482723e-05
iter 2693, lr: 0.2, attr_lr: 0, batch_loss: 0.62864332163965, train_err: 0.1875, grad_norm: 9.3070782346056e-05
iter 2694, lr: 0.2, attr_lr: 0, batch_loss: 0.63212076354336, train_err: 0.205078125, grad_norm: 8.6306831528342e-05
iter 2695, lr: 0.2, attr_lr: 0, batch_loss: 0.62507755292439, train_err: 0.171875, grad_norm: 8.5580784593942e-05
iter 2696, lr: 0.2, attr_lr: 0, batch_loss: 0.63071281659639, train_err: 0.19921875, grad_norm: 8.9196097243678e-05
iter 2697, lr: 0.2, attr_lr: 0, batch_loss: 0.63181871540659, train_err: 0.18359375, grad_norm: 8.0037137396392e-05
iter 2698, lr: 0.2, attr_lr: 0, batch_loss: 0.6328030524617, train_err: 0.212890625, grad_norm: 8.4099720151681e-05
iter 2699, lr: 0.2, attr_lr: 0, batch_loss: 0.63047121530652, train_err: 0.208984375, grad_norm: 9.064614795269e-05
iter 2700, lr: 0.2, attr_lr: 0, batch_loss: 0.63187241014476, train_err: 0.220703125, grad_norm: 9.3262428152843e-05
Testing... 
average test_loss = 0.62726468447508, average test_pred_err = 0.151
Snapshotting A_model... done
iter 2701, lr: 0.2, attr_lr: 0, batch_loss: 0.62870842275366, train_err: 0.189453125, grad_norm: 9.9885893740998e-05
iter 2702, lr: 0.2, attr_lr: 0, batch_loss: 0.63074309605836, train_err: 0.22265625, grad_norm: 9.0803986088962e-05
iter 2703, lr: 0.2, attr_lr: 0, batch_loss: 0.62821902334473, train_err: 0.177734375, grad_norm: 8.7806299600487e-05
iter 2704, lr: 0.2, attr_lr: 0, batch_loss: 0.62803440301768, train_err: 0.162109375, grad_norm: 8.1548200213417e-05
iter 2705, lr: 0.2, attr_lr: 0, batch_loss: 0.63047565156108, train_err: 0.193359375, grad_norm: 8.2704316380865e-05
iter 2706, lr: 0.2, attr_lr: 0, batch_loss: 0.63395625453707, train_err: 0.201171875, grad_norm: 7.7751840364037e-05
iter 2707, lr: 0.2, attr_lr: 0, batch_loss: 0.63098436766136, train_err: 0.203125, grad_norm: 7.3370794792211e-05
iter 2708, lr: 0.2, attr_lr: 0, batch_loss: 0.63635616905818, train_err: 0.220703125, grad_norm: 6.7437326843726e-05
iter 2709, lr: 0.2, attr_lr: 0, batch_loss: 0.63511356803975, train_err: 0.203125, grad_norm: 7.7971287325914e-05
iter 2710, lr: 0.2, attr_lr: 0, batch_loss: 0.62841641146331, train_err: 0.208984375, grad_norm: 9.7599822987331e-05
iter 2711, lr: 0.2, attr_lr: 0, batch_loss: 0.62891769301273, train_err: 0.201171875, grad_norm: 7.3908658952891e-05
iter 2712, lr: 0.2, attr_lr: 0, batch_loss: 0.62584495185514, train_err: 0.19140625, grad_norm: 9.3526474046698e-05
iter 2713, lr: 0.2, attr_lr: 0, batch_loss: 0.63339053614138, train_err: 0.20703125, grad_norm: 8.0279601164064e-05
iter 2714, lr: 0.2, attr_lr: 0, batch_loss: 0.63166285404998, train_err: 0.212890625, grad_norm: 9.6828462384347e-05
iter 2715, lr: 0.2, attr_lr: 0, batch_loss: 0.62338784664691, train_err: 0.166015625, grad_norm: 9.8399523848751e-05
iter 2716, lr: 0.2, attr_lr: 0, batch_loss: 0.6280370065129, train_err: 0.2109375, grad_norm: 8.3263943106013e-05
iter 2717, lr: 0.2, attr_lr: 0, batch_loss: 0.6348486772293, train_err: 0.248046875, grad_norm: 8.3533968452985e-05
iter 2718, lr: 0.2, attr_lr: 0, batch_loss: 0.63076083342456, train_err: 0.2109375, grad_norm: 9.0657152982338e-05
iter 2719, lr: 0.2, attr_lr: 0, batch_loss: 0.62655244533987, train_err: 0.212890625, grad_norm: 8.056983922434e-05
iter 2720, lr: 0.2, attr_lr: 0, batch_loss: 0.62969501400121, train_err: 0.189453125, grad_norm: 7.7424334946268e-05
iter 2721, lr: 0.2, attr_lr: 0, batch_loss: 0.63233011577784, train_err: 0.20703125, grad_norm: 9.8405878026563e-05
iter 2722, lr: 0.2, attr_lr: 0, batch_loss: 0.63905970525384, train_err: 0.216796875, grad_norm: 5.8513615518285e-05
iter 2723, lr: 0.2, attr_lr: 0, batch_loss: 0.63307123015225, train_err: 0.205078125, grad_norm: 7.9833548982455e-05
iter 2724, lr: 0.2, attr_lr: 0, batch_loss: 0.62315425139659, train_err: 0.1875, grad_norm: 0.00010878000688481
iter 2725, lr: 0.2, attr_lr: 0, batch_loss: 0.63807299933309, train_err: 0.22265625, grad_norm: 7.3809665754798e-05
iter 2726, lr: 0.2, attr_lr: 0, batch_loss: 0.63250906865202, train_err: 0.205078125, grad_norm: 8.281031936222e-05
iter 2727, lr: 0.2, attr_lr: 0, batch_loss: 0.64154790027428, train_err: 0.248046875, grad_norm: 7.2597312844886e-05
iter 2728, lr: 0.2, attr_lr: 0, batch_loss: 0.6278959073548, train_err: 0.1640625, grad_norm: 8.6038488753438e-05
iter 2729, lr: 0.2, attr_lr: 0, batch_loss: 0.62795200927102, train_err: 0.205078125, grad_norm: 8.9015689615044e-05
iter 2730, lr: 0.2, attr_lr: 0, batch_loss: 0.62411454589806, train_err: 0.189453125, grad_norm: 8.8087957447935e-05
iter 2731, lr: 0.2, attr_lr: 0, batch_loss: 0.62613131240007, train_err: 0.181640625, grad_norm: 8.2712629921743e-05
iter 2732, lr: 0.2, attr_lr: 0, batch_loss: 0.63096602196336, train_err: 0.197265625, grad_norm: 8.9737848154562e-05
iter 2733, lr: 0.2, attr_lr: 0, batch_loss: 0.6311521215437, train_err: 0.203125, grad_norm: 8.3618770601891e-05
iter 2734, lr: 0.2, attr_lr: 0, batch_loss: 0.63471296599548, train_err: 0.212890625, grad_norm: 7.6887884407279e-05
iter 2735, lr: 0.2, attr_lr: 0, batch_loss: 0.63145881806334, train_err: 0.197265625, grad_norm: 8.0703423070294e-05
iter 2736, lr: 0.2, attr_lr: 0, batch_loss: 0.62362449880049, train_err: 0.177734375, grad_norm: 9.0937216636894e-05
iter 2737, lr: 0.2, attr_lr: 0, batch_loss: 0.62809834208188, train_err: 0.19921875, grad_norm: 8.8286610762385e-05
iter 2738, lr: 0.2, attr_lr: 0, batch_loss: 0.63344575453567, train_err: 0.208984375, grad_norm: 7.7351520179146e-05
iter 2739, lr: 0.2, attr_lr: 0, batch_loss: 0.62399599340942, train_err: 0.205078125, grad_norm: 8.5616749950955e-05
iter 2740, lr: 0.2, attr_lr: 0, batch_loss: 0.62877250767011, train_err: 0.19140625, grad_norm: 8.5210387282416e-05
iter 2741, lr: 0.2, attr_lr: 0, batch_loss: 0.62831145363034, train_err: 0.19921875, grad_norm: 7.6940287345409e-05
