Loading pretrained model... done
Testing... average test_loss = 6.8737384969377, average test_pred_err = 0.456
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.2180102632527, Training Error = 0.494140625
Iteration no. 747, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47053162832773, Training Error = 0.234375
Iteration no. 748, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44808081344687, Training Error = 0.21484375
Iteration no. 749, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42013294614073, Training Error = 0.197265625
Iteration no. 750, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.46275222574506, Training Error = 0.212890625
Testing... average test_loss = 1.094504287965, average test_pred_err = 0.455
Iteration no. 751, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.4532118283224, Training Error = 0.22265625
Iteration no. 752, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45444236644862, Training Error = 0.228515625
Iteration no. 753, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43683055780621, Training Error = 0.216796875
Iteration no. 754, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43204246782918, Training Error = 0.205078125
Iteration no. 755, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47466819011901, Training Error = 0.248046875
Iteration no. 756, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43119741116859, Training Error = 0.2109375
Iteration no. 757, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42207190813774, Training Error = 0.205078125
