Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 2260, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49746383451485, Training Error = 0.234375
Iteration no. 2261, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.45228890221982, Training Error = 0.205078125
Iteration no. 2262, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49712596452199, Training Error = 0.2578125
Iteration no. 2263, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49357293773181, Training Error = 0.2109375
Iteration no. 2264, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51001496056616, Training Error = 0.26171875
Iteration no. 2265, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52882546114558, Training Error = 0.26953125
Iteration no. 2266, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52397322923917, Training Error = 0.259765625
Iteration no. 2267, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51060302454388, Training Error = 0.2734375
Iteration no. 2268, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50720027097635, Training Error = 0.23046875
Iteration no. 2269, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49234129308123, Training Error = 0.2421875
Iteration no. 2270, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50185646984855, Training Error = 0.2578125
Iteration no. 2271, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51217173313121, Training Error = 0.25
Iteration no. 2272, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.47342479216709, Training Error = 0.23828125
Iteration no. 2273, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.47361479460946, Training Error = 0.234375
Iteration no. 2274, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49123388642654, Training Error = 0.22265625
Iteration no. 2275, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50054958751562, Training Error = 0.251953125
Iteration no. 2276, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50496302864914, Training Error = 0.267578125
Iteration no. 2277, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52138281785057, Training Error = 0.248046875
Iteration no. 2278, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.4777496112872, Training Error = 0.23828125
Iteration no. 2279, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49322070950409, Training Error = 0.2578125
Iteration no. 2280, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49809966464533, Training Error = 0.234375
Iteration no. 2281, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.54049484076964, Training Error = 0.28125
Iteration no. 2282, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.47829301170258, Training Error = 0.232421875
Iteration no. 2283, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.47762512023915, Training Error = 0.224609375
Iteration no. 2284, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48548035609532, Training Error = 0.234375
Iteration no. 2285, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52152838715215, Training Error = 0.251953125
Iteration no. 2286, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51316935882749, Training Error = 0.283203125
Iteration no. 2287, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50019543377684, Training Error = 0.263671875
Iteration no. 2288, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50418587407371, Training Error = 0.244140625
Iteration no. 2289, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52545502834152, Training Error = 0.25390625
Iteration no. 2290, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48630671055503, Training Error = 0.216796875
Iteration no. 2291, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48464251589865, Training Error = 0.2265625
Iteration no. 2292, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48539736051505, Training Error = 0.251953125
Iteration no. 2293, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.54531419146422, Training Error = 0.287109375
Iteration no. 2294, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51107255714007, Training Error = 0.27734375
Iteration no. 2295, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.50101388146724, Training Error = 0.267578125
Iteration no. 2296, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.49532099602605, Training Error = 0.248046875
Iteration no. 2297, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.52828368876304, Training Error = 0.263671875
Iteration no. 2298, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48731833555068, Training Error = 0.234375
Iteration no. 2299, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.48922100560089, Training Error = 0.248046875
Iteration no. 2300, lr = 0.0007819642097166, attribute lr =7.819642097166e-06, average batch_loss = 0.51083119989131, Training Error = 0.23828125
Testing... average test_loss = 0.97428476580813, average test_pred_err = 0.485
Snapshotting C_model... done
Iteration no. 2301, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52667283670158, Training Error = 0.267578125
Iteration no. 2302, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49645272729201, Training Error = 0.2578125
Iteration no. 2303, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49670033900567, Training Error = 0.251953125
Iteration no. 2304, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49810480062683, Training Error = 0.263671875
Iteration no. 2305, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52511231366166, Training Error = 0.275390625
Iteration no. 2306, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49909676216385, Training Error = 0.24609375
Iteration no. 2307, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48751351807932, Training Error = 0.25
Iteration no. 2308, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49471279497982, Training Error = 0.22265625
Iteration no. 2309, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.4823695588564, Training Error = 0.240234375
Iteration no. 2310, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48268305210803, Training Error = 0.22265625
Iteration no. 2311, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51086455536852, Training Error = 0.267578125
Iteration no. 2312, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50223688862588, Training Error = 0.267578125
Iteration no. 2313, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49699863270093, Training Error = 0.259765625
Iteration no. 2314, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51633770085552, Training Error = 0.248046875
Iteration no. 2315, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48911365398826, Training Error = 0.244140625
Iteration no. 2316, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49250872076071, Training Error = 0.2421875
Iteration no. 2317, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49035393917759, Training Error = 0.240234375
Iteration no. 2318, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51161916116348, Training Error = 0.251953125
Iteration no. 2319, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51110640367219, Training Error = 0.251953125
Iteration no. 2320, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.45080132717694, Training Error = 0.21484375
Iteration no. 2321, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.4899547666574, Training Error = 0.236328125
Iteration no. 2322, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50121207591711, Training Error = 0.240234375
Iteration no. 2323, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50920915530155, Training Error = 0.265625
Iteration no. 2324, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49519325957539, Training Error = 0.26171875
Iteration no. 2325, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.5255939886505, Training Error = 0.259765625
Iteration no. 2326, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.53190617076347, Training Error = 0.306640625
Iteration no. 2327, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.53022065815286, Training Error = 0.279296875
Iteration no. 2328, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.46106805853678, Training Error = 0.228515625
Iteration no. 2329, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49739473676207, Training Error = 0.255859375
Iteration no. 2330, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50485625389773, Training Error = 0.265625
Iteration no. 2331, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52220407987975, Training Error = 0.25390625
Iteration no. 2332, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48843713833913, Training Error = 0.234375
Iteration no. 2333, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48398457409016, Training Error = 0.220703125
Iteration no. 2334, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49499350027006, Training Error = 0.232421875
Iteration no. 2335, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49536978352391, Training Error = 0.263671875
Iteration no. 2336, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51122518335745, Training Error = 0.240234375
Iteration no. 2337, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47953354444055, Training Error = 0.23046875
Iteration no. 2338, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48808394914664, Training Error = 0.2421875
Iteration no. 2339, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50952653168199, Training Error = 0.25
Iteration no. 2340, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48956190437958, Training Error = 0.2421875
Iteration no. 2341, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48280213674786, Training Error = 0.234375
Iteration no. 2342, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.53456649175209, Training Error = 0.2890625
Iteration no. 2343, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51107640177788, Training Error = 0.251953125
Iteration no. 2344, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51995780463783, Training Error = 0.251953125
Iteration no. 2345, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47112872500321, Training Error = 0.2421875
Iteration no. 2346, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50375193139644, Training Error = 0.2578125
Iteration no. 2347, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.5378673999879, Training Error = 0.27734375
Iteration no. 2348, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.54957653717834, Training Error = 0.279296875
Iteration no. 2349, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50655694704251, Training Error = 0.25390625
Iteration no. 2350, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50552217070289, Training Error = 0.248046875
Testing... average test_loss = 0.94647119749057, average test_pred_err = 0.471
Iteration no. 2351, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47095011999082, Training Error = 0.25390625
Iteration no. 2352, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.4997735950698, Training Error = 0.240234375
Iteration no. 2353, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.53342034457649, Training Error = 0.26953125
Iteration no. 2354, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.4995700129239, Training Error = 0.251953125
Iteration no. 2355, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49800328851749, Training Error = 0.26953125
Iteration no. 2356, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49235470940257, Training Error = 0.244140625
Iteration no. 2357, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.46866810990374, Training Error = 0.23046875
Iteration no. 2358, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.5454823626834, Training Error = 0.275390625
Iteration no. 2359, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.5066506515487, Training Error = 0.244140625
Iteration no. 2360, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52594994601071, Training Error = 0.2734375
Iteration no. 2361, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48417600778775, Training Error = 0.244140625
Iteration no. 2362, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49788619136371, Training Error = 0.26171875
Iteration no. 2363, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50058112288933, Training Error = 0.25390625
Iteration no. 2364, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49570654957692, Training Error = 0.255859375
Iteration no. 2365, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51710363605798, Training Error = 0.275390625
Iteration no. 2366, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47217311666311, Training Error = 0.2265625
Iteration no. 2367, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49418917554425, Training Error = 0.23828125
Iteration no. 2368, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49325975713476, Training Error = 0.240234375
Iteration no. 2369, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51609273916169, Training Error = 0.26171875
Iteration no. 2370, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48125429372271, Training Error = 0.2421875
Iteration no. 2371, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51154414745679, Training Error = 0.271484375
Iteration no. 2372, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50881347325008, Training Error = 0.2421875
Iteration no. 2373, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47469145359312, Training Error = 0.23046875
Iteration no. 2374, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50747062404695, Training Error = 0.271484375
Iteration no. 2375, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51945790350755, Training Error = 0.27734375
Iteration no. 2376, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.4673260345809, Training Error = 0.212890625
Iteration no. 2377, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47808625119433, Training Error = 0.212890625
Iteration no. 2378, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51441565493758, Training Error = 0.275390625
Iteration no. 2379, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49020253170116, Training Error = 0.240234375
Iteration no. 2380, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50985484401669, Training Error = 0.2421875
Iteration no. 2381, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51852664914769, Training Error = 0.267578125
Iteration no. 2382, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48784113875481, Training Error = 0.228515625
Iteration no. 2383, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.53911462560471, Training Error = 0.267578125
Iteration no. 2384, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.5038271074966, Training Error = 0.248046875
Iteration no. 2385, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51717329620002, Training Error = 0.2734375
Iteration no. 2386, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49687090162539, Training Error = 0.25
Iteration no. 2387, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51545719030298, Training Error = 0.259765625
Iteration no. 2388, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47727418423586, Training Error = 0.23828125
Iteration no. 2389, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47530936836812, Training Error = 0.224609375
Iteration no. 2390, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.494376548963, Training Error = 0.2578125
Iteration no. 2391, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.47723601097918, Training Error = 0.240234375
Iteration no. 2392, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52536725755417, Training Error = 0.263671875
Iteration no. 2393, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48706968986413, Training Error = 0.232421875
Iteration no. 2394, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49313464889032, Training Error = 0.255859375
Iteration no. 2395, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.52022945653827, Training Error = 0.263671875
Iteration no. 2396, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51391844446883, Training Error = 0.26953125
Iteration no. 2397, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.49060285524773, Training Error = 0.236328125
Iteration no. 2398, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.50889829522878, Training Error = 0.267578125
Iteration no. 2399, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.48839589312747, Training Error = 0.2578125
Iteration no. 2400, lr = 0.00054737494680162, attribute lr =5.4737494680162e-06, average batch_loss = 0.51052761331926, Training Error = 0.265625
Testing... average test_loss = 0.9478080561636, average test_pred_err = 0.475
Snapshotting C_model... done
Iteration no. 2401, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50791314664141, Training Error = 0.263671875
Iteration no. 2402, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47937063092567, Training Error = 0.240234375
Iteration no. 2403, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47487954893525, Training Error = 0.2109375
Iteration no. 2404, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51338625192967, Training Error = 0.263671875
Iteration no. 2405, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51959995310062, Training Error = 0.275390625
Iteration no. 2406, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51224333545809, Training Error = 0.236328125
Iteration no. 2407, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.53781586880157, Training Error = 0.267578125
Iteration no. 2408, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.46112909585733, Training Error = 0.2109375
Iteration no. 2409, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49640608721187, Training Error = 0.251953125
Iteration no. 2410, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50486308450144, Training Error = 0.25390625
Iteration no. 2411, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51549287014648, Training Error = 0.251953125
Iteration no. 2412, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50997433148935, Training Error = 0.248046875
Iteration no. 2413, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51814048163908, Training Error = 0.263671875
Iteration no. 2414, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49200904119247, Training Error = 0.244140625
Iteration no. 2415, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50392626306175, Training Error = 0.251953125
Iteration no. 2416, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48495279660101, Training Error = 0.251953125
Iteration no. 2417, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48803891947134, Training Error = 0.220703125
Iteration no. 2418, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47927590071815, Training Error = 0.240234375
Iteration no. 2419, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50507902737428, Training Error = 0.265625
Iteration no. 2420, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.53560503584446, Training Error = 0.29296875
Iteration no. 2421, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52169823624671, Training Error = 0.28515625
Iteration no. 2422, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52385449682417, Training Error = 0.255859375
Iteration no. 2423, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.46934641532391, Training Error = 0.220703125
Iteration no. 2424, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49566666810133, Training Error = 0.251953125
Iteration no. 2425, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51060805011299, Training Error = 0.2578125
Iteration no. 2426, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48204887143001, Training Error = 0.251953125
Iteration no. 2427, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5064229246304, Training Error = 0.25390625
Iteration no. 2428, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51871732226121, Training Error = 0.26171875
Iteration no. 2429, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51749347003661, Training Error = 0.2734375
Iteration no. 2430, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52598230529119, Training Error = 0.27734375
Iteration no. 2431, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49146957678294, Training Error = 0.23046875
Iteration no. 2432, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51153466412142, Training Error = 0.25390625
Iteration no. 2433, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50892771798492, Training Error = 0.2578125
Iteration no. 2434, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47876113376261, Training Error = 0.25
Iteration no. 2435, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50923628818383, Training Error = 0.251953125
Iteration no. 2436, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51626472269646, Training Error = 0.271484375
Iteration no. 2437, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49875278301392, Training Error = 0.25
Iteration no. 2438, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51409506248136, Training Error = 0.275390625
Iteration no. 2439, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48784322682302, Training Error = 0.240234375
Iteration no. 2440, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49662265653466, Training Error = 0.2421875
Iteration no. 2441, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48644266008842, Training Error = 0.24609375
Iteration no. 2442, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51158784313462, Training Error = 0.2578125
Iteration no. 2443, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.51781879095574, Training Error = 0.26953125
Iteration no. 2444, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50689107658314, Training Error = 0.28125
Iteration no. 2445, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.541821339619, Training Error = 0.28125
Iteration no. 2446, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.4786133065397, Training Error = 0.216796875
Iteration no. 2447, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52307151907067, Training Error = 0.24609375
Iteration no. 2448, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52400309352222, Training Error = 0.275390625
Iteration no. 2449, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5110018326792, Training Error = 0.25
Iteration no. 2450, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50079177651699, Training Error = 0.240234375
Testing... average test_loss = 0.92842182554744, average test_pred_err = 0.468
Iteration no. 2451, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.4780151722708, Training Error = 0.25390625
Iteration no. 2452, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.54623330412054, Training Error = 0.283203125
Iteration no. 2453, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.45336401882353, Training Error = 0.205078125
Iteration no. 2454, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.49035839293436, Training Error = 0.240234375
Iteration no. 2455, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.55952689832578, Training Error = 0.29296875
Iteration no. 2456, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.48385579507815, Training Error = 0.248046875
Iteration no. 2457, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50617598192938, Training Error = 0.251953125
Iteration no. 2458, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.47477081883007, Training Error = 0.224609375
Iteration no. 2459, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.46092624535551, Training Error = 0.2265625
Iteration no. 2460, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.50890351440554, Training Error = 0.26953125
Iteration no. 2461, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.5309192614644, Training Error = 0.26953125
Iteration no. 2462, lr = 0.00038316246276113, attribute lr =3.8316246276113e-06, average batch_loss = 0.52429874961569, Training Error = 0.28125
